"RoughTendency_RANKTHISWEEK_2009","RoughTendency_RANKLASTWEEK_2009","RoughTendency_PLAYERNAME_2009","RoughTendency_ROUNDS_2009","RoughTendency_Pct_2009","RoughTendency_TOTALROUGH_2009","RoughTendency_POSSIBLEFWYS_2009","RoughTendency_RELATIVETOPAR_2009","stat_name","year"
54,54,"Brian Davis",103,25.32,318,1256,1.07,"RoughTendency",2009
55,55,"Will Ma Kenzie",69,25.33,214,845,1.4,"RoughTendency",2009
56,56,"Steve Elkington",70,25.47,217,852,1.2,"RoughTendency",2009
57,57,"DJ Trahan",96,25.54,284,1112,1.2,"RoughTendency",2009
58,58,"Richard Johnson",85,25.58,263,1028,1.41,"RoughTendency",2009
59,59,"Nicholas Thompson",96,25.63,306,1194,0.95,"RoughTendency",2009
60,60,"Tim Petrovic",97,25.65,304,1185,0.66,"RoughTendency",2009
61,61,"Justin Rose",71,25.66,203,791,0.64,"RoughTendency",2009
62,62,"Woody Austin",84,25.68,265,1032,1.17,"RoughTendency",2009
63,63,"Briny Baird",89,25.81,256,992,0.66,"RoughTendency",2009
64,64,"Steve Stricker",81,25.84,222,859,-0.54,"RoughTendency",2009
65,65,"Matt Weibring",65,25.86,196,758,1.07,"RoughTendency",2009
66,66,"Ian Poulter",59,25.89,152,587,0.92,"RoughTendency",2009
67,67,"Jeff Quinney",78,25.94,254,979,2.4,"RoughTendency",2009
67,67,"John Rollins",92,25.94,283,1091,0.81,"RoughTendency",2009
69,69,"Stephen Ames",77,25.99,204,785,0.78,"RoughTendency",2009
70,70,"Peter Lonard",86,26.04,275,1056,1.85,"RoughTendency",2009
71,71,"Jason Gore",74,26.14,223,853,1.39,"RoughTendency",2009
72,72,"Chris Stroud",88,26.17,273,1043,0.29,"RoughTendency",2009
73,73,"Pat Perez",74,26.23,224,854,0.94,"RoughTendency",2009
74,74,"Robert Allenby",71,26.38,205,777,0.29,"RoughTendency",2009
75,75,"Kenny Perry",92,26.45,269,1017,0.52,"RoughTendency",2009
76,76,"John Senden",100,26.57,338,1272,0.71,"RoughTendency",2009
77,77,"Matt Kuchar",82,26.64,260,976,0.15,"RoughTendency",2009
78,78,"Ted Purdy",101,26.65,327,1227,1.04,"RoughTendency",2009
79,79,"Steve Marino",98,26.66,310,1163,0.19,"RoughTendency",2009
80,80,"Rich Beem",77,26.73,213,797,0.47,"RoughTendency",2009
81,81,"John Merrick",91,26.8,249,929,0.72,"RoughTendency",2009
81,81,"Marc Turnesa",77,26.8,264,985,1.78,"RoughTendency",2009
83,83,"Hunter Mahan",94,26.81,281,1048,0.75,"RoughTendency",2009
84,84,"Peter Tomasulo",61,26.83,169,630,1.18,"RoughTendency",2009
85,85,"Bill Lunde",83,27.03,279,1032,1.47,"RoughTendency",2009
86,86,"Luke Donald",79,27.05,228,843,0.26,"RoughTendency",2009
87,87,"Brendon Todd",53,27.19,174,640,2.18,"RoughTendency",2009
87,87,"Bo Van Pelt",100,27.19,307,1129,0.46,"RoughTendency",2009
87,87,"Dean Wilson",81,27.19,261,960,1.49,"RoughTendency",2009
90,90,"Brendon de Jonge",90,27.36,296,1082,1.15,"RoughTendency",2009
91,91,"Aron Price",89,27.41,290,1058,0.72,"RoughTendency",2009
92,92,"Kevin Sutherland",96,27.53,277,1006,1.41,"RoughTendency",2009
92,92,"Charles Warren",63,27.53,201,730,1.59,"RoughTendency",2009
94,94,"Martin Laird",72,27.54,236,857,0.72,"RoughTendency",2009
95,95,"Ben Curtis",63,27.55,181,657,0.72,"RoughTendency",2009
96,96,"Vijay Singh",71,27.61,196,710,0.56,"RoughTendency",2009
97,97,"Ryan Palmer",78,27.62,264,956,1.7,"RoughTendency",2009
98,98,"Kevin Stadler",65,27.64,204,738,0.88,"RoughTendency",2009
99,99,"JJ Henry",97,27.73,320,1154,1.13,"RoughTendency",2009
100,100,"Greg Chalmers",85,27.75,270,973,0.04,"RoughTendency",2009
100,100,"Steve Lowery",83,27.75,295,1063,1.59,"RoughTendency",2009
102,102,"Lee Janzen",74,27.84,233,837,1.8,"RoughTendency",2009
103,103,"Kevin Na",91,27.86,297,1066,0.98,"RoughTendency",2009
103,103,"Tom Pernice Jr",82,27.86,287,1030,0.49,"RoughTendency",2009
105,105,"Cliff Kresge",78,27.97,259,926,1.47,"RoughTendency",2009
106,106,"Johnson Wagner",81,27.98,286,1022,1.29,"RoughTendency",2009
107,107,"Steve Flesch",77,28.01,242,864,1.2,"RoughTendency",2009
108,108,"Jerry Kelly",90,28.04,300,1070,0.53,"RoughTendency",2009
109,109,"Tiger Woods",64,28.07,185,659,-1.03,"RoughTendency",2009
110,110,"Lucas Glover",93,28.17,307,1090,0.94,"RoughTendency",2009
111,111,"Spencer Levin",75,28.29,260,919,0.46,"RoughTendency",2009
112,112,"Jarrod Lyle",65,28.3,195,689,0.72,"RoughTendency",2009
112,112,"Casey Wittenberg",71,28.3,208,735,1.39,"RoughTendency",2009
114,114,"Camilo Villegas",76,28.31,220,777,0,"RoughTendency",2009
115,115,"Bill Haas",91,28.38,321,1131,0.12,"RoughTendency",2009
116,116,"James Nitties",86,28.45,299,1051,1.2,"RoughTendency",2009
117,117,"Todd Hamilton",83,28.47,250,878,1.44,"RoughTendency",2009
118,118,"Chad Campbell",90,28.5,279,979,0.68,"RoughTendency",2009
119,119,"Jason Day",61,28.57,194,679,0.57,"RoughTendency",2009
120,120,"Ernie Els",70,28.59,215,752,1.21,"RoughTendency",2009
121,121,"Webb Simpson",94,28.63,339,1184,0.44,"RoughTendency",2009
122,122,"Greg Kraft",51,28.7,163,568,2.15,"RoughTendency",2009
122,122,"Rocco Mediate",79,28.7,262,913,0.69,"RoughTendency",2009
122,122,"YE Yang",83,28.7,277,965,0.47,"RoughTendency",2009
125,125,"Nathan Green",104,28.83,363,1259,0.66,"RoughTendency",2009
126,126,"Kevin Streelman",97,28.91,346,1197,0,"RoughTendency",2009
127,127,"Mike Weir",85,28.99,269,928,1.34,"RoughTendency",2009
128,128,"Matt Bettencourt",98,29.04,345,1188,1.62,"RoughTendency",2009
129,129,"Sergio Garcia",59,29.11,177,608,-0.17,"RoughTendency",2009
130,130,"Troy Matteson",95,29.13,349,1198,0.23,"RoughTendency",2009
131,131,"Stuart Appleby",79,29.17,259,888,1.16,"RoughTendency",2009
132,132,"Freddie Jacobson",83,29.53,298,1009,0.7,"RoughTendency",2009
133,133,"Geoff Ogilvy",78,29.68,238,802,-0.21,"RoughTendency",2009
134,134,"Brett Quigley",92,29.72,302,1016,1.03,"RoughTendency",2009
135,135,"David Mathis",82,29.8,281,943,1.03,"RoughTendency",2009
136,136,"Scott Sterling",51,29.82,164,550,0.91,"RoughTendency",2009
137,137,"George McNeill",82,29.91,312,1043,0.42,"RoughTendency",2009
138,138,"Ken Duke",87,30.05,293,975,1.19,"RoughTendency",2009
139,139,"Cameron Beckman",87,30.13,313,1039,0.83,"RoughTendency",2009
139,139,"Brian Vranesh",51,30.13,179,594,0.61,"RoughTendency",2009
141,141,"Mark Calcavecchia",72,30.21,258,854,0.78,"RoughTendency",2009
142,142,"Charley Hoffman",97,30.36,361,1189,0.58,"RoughTendency",2009
143,143,"Ricky Barnes",67,30.6,213,696,2.25,"RoughTendency",2009
144,144,"Rory Sabbatini",81,30.73,283,921,0.6,"RoughTendency",2009
145,145,"Sean OHair",80,30.86,250,810,-0.12,"RoughTendency",2009
146,146,"Robert Garrigus",83,30.93,300,970,0.1,"RoughTendency",2009
147,147,"Michael Letzig",96,31.08,367,1181,0.93,"RoughTendency",2009
147,147,"Carl Pettersson",86,31.08,317,1020,0.88,"RoughTendency",2009
149,149,"Marc Leishman",91,31.09,355,1142,0.51,"RoughTendency",2009
150,150,"Dustin Johnson",85,31.11,270,868,-0.52,"RoughTendency",2009
151,151,"Ryuji Imada",85,31.26,297,950,1.01,"RoughTendency",2009
152,152,"Aaron Baddeley",66,31.44,249,792,0.96,"RoughTendency",2009
153,153,"Retief Goosen",74,31.57,244,773,0.82,"RoughTendency",2009
154,154,"Tim Herron",87,31.61,349,1104,1.12,"RoughTendency",2009
155,155,"Charles Howell III",99,31.69,360,1136,0.33,"RoughTendency",2009
156,156,"Joe Ogilvie",85,31.7,331,1044,-0.15,"RoughTendency",2009
157,157,"Davis Love III",89,31.8,339,1066,0.71,"RoughTendency",2009
158,158,"Brian Bateman",55,31.82,210,660,1.14,"RoughTendency",2009
159,159,"Brad Faxon",59,31.84,227,713,2.25,"RoughTendency",2009
160,160,"Adam Scott",53,31.89,184,577,0.27,"RoughTendency",2009
161,161,"Stewart Cink",79,32.16,264,821,0.87,"RoughTendency",2009
162,162,"Fred Couples",54,32.29,185,573,0.59,"RoughTendency",2009
163,163,"Daniel Chopra",89,32.31,369,1142,0.54,"RoughTendency",2009
164,164,"Leif Olson",51,32.36,189,584,1.22,"RoughTendency",2009
165,165,"Scott Piercy",85,32.62,336,1030,0.27,"RoughTendency",2009
166,166,"Brad Adamonis",70,33.13,276,833,1.05,"RoughTendency",2009
167,167,"Anthony Kim",76,33.66,277,823,0.22,"RoughTendency",2009
168,168,"Derek Fathauer",63,34.05,236,693,1.86,"RoughTendency",2009
169,169,"Eric Axley",71,34.09,269,789,2.16,"RoughTendency",2009
170,170,"Matt Jones",56,34.11,205,601,0.44,"RoughTendency",2009
171,171,"Jeff Overton",92,34.48,361,1047,0.89,"RoughTendency",2009
172,172,"Padraig Harrington",66,34.5,227,658,0.66,"RoughTendency",2009
173,173,"Tag Ridings",50,34.58,194,561,0.41,"RoughTendency",2009
174,174,"Nick Watney",86,34.66,322,929,0.12,"RoughTendency",2009
175,175,"David Duval",56,34.8,205,589,1.85,"RoughTendency",2009
176,176,"Parker McLachlin",71,34.93,320,916,1.28,"RoughTendency",2009
177,177,"Bubba Watson",73,35.45,274,773,0.47,"RoughTendency",2009
178,178,"Gary Woodland",53,35.64,175,491,1.49,"RoughTendency",2009
179,179,"Harrison Frazar",93,35.86,412,1149,0.8,"RoughTendency",2009
180,180,"Jimmy Walker",74,36.02,308,855,0.52,"RoughTendency",2009
181,181,"Angel Cabrera",55,36.29,188,518,0.53,"RoughTendency",2009
181,181,"Andres Romero",58,36.29,213,587,-0.19,"RoughTendency",2009
183,183,"Phil Mickelson",66,36.87,240,651,0.58,"RoughTendency",2009
184,184,"JB Holmes",74,41.44,339,818,0.97,"RoughTendency",2009
