"ApproachesRightRoughRTPScore_RANKTHISWEEK_2005","ApproachesRightRoughRTPScore_RANKLASTWEEK_2005","ApproachesRightRoughRTPScore_PLAYERNAME_2005","ApproachesRightRoughRTPScore_ROUNDS_2005","ApproachesRightRoughRTPScore_AVGRTP_2005","stat_name","year"
50,50,"Michael Allen",90,0.093,"ApproachesRightRoughRTPScore",2005
50,50,"Franklin Langham",91,0.093,"ApproachesRightRoughRTPScore",2005
52,52,"Davis Love III",80,0.096,"ApproachesRightRoughRTPScore",2005
52,52,"Chris Riley",67,0.096,"ApproachesRightRoughRTPScore",2005
54,54,"Olin Browne",99,0.097,"ApproachesRightRoughRTPScore",2005
54,54,"Richard Johnson",50,0.097,"ApproachesRightRoughRTPScore",2005
54,54,"Mark Wilson",74,0.097,"ApproachesRightRoughRTPScore",2005
57,57,"Marco Dawson",82,0.098,"ApproachesRightRoughRTPScore",2005
58,58,"Brian Gay",101,0.1,"ApproachesRightRoughRTPScore",2005
58,58,"Padraig Harrington",50,0.1,"ApproachesRightRoughRTPScore",2005
58,58,"Jesper Parnevik",84,0.1,"ApproachesRightRoughRTPScore",2005
61,61,"Gavin Coles",70,0.103,"ApproachesRightRoughRTPScore",2005
61,61,"Chris DiMarco",83,0.103,"ApproachesRightRoughRTPScore",2005
63,63,"Jason Bohn",91,0.104,"ApproachesRightRoughRTPScore",2005
63,63,"Dean Wilson",86,0.104,"ApproachesRightRoughRTPScore",2005
65,65,"Freddie Jacobson",72,0.105,"ApproachesRightRoughRTPScore",2005
66,66,"Carl Pettersson",109,0.106,"ApproachesRightRoughRTPScore",2005
67,67,"Shigeki Maruyama",99,0.107,"ApproachesRightRoughRTPScore",2005
67,67,"Dennis Paulson",63,0.107,"ApproachesRightRoughRTPScore",2005
69,69,"David Toms",87,0.108,"ApproachesRightRoughRTPScore",2005
70,70,"Chad Campbell",95,0.11,"ApproachesRightRoughRTPScore",2005
70,70,"Michael Long",72,0.11,"ApproachesRightRoughRTPScore",2005
72,72,"Jeff Hart",63,0.113,"ApproachesRightRoughRTPScore",2005
72,72,"Neal Lancaster",95,0.113,"ApproachesRightRoughRTPScore",2005
74,74,"Bob Estes",92,0.116,"ApproachesRightRoughRTPScore",2005
75,75,"DJ Brigman",76,0.117,"ApproachesRightRoughRTPScore",2005
75,75,"Brian Davis",75,0.117,"ApproachesRightRoughRTPScore",2005
77,77,"Glen Day",80,0.118,"ApproachesRightRoughRTPScore",2005
77,77,"Steve Lowery",100,0.118,"ApproachesRightRoughRTPScore",2005
79,79,"Scott McCarron",78,0.119,"ApproachesRightRoughRTPScore",2005
79,79,"Jeff Sluman",94,0.119,"ApproachesRightRoughRTPScore",2005
81,81,"Hunter Mahan",103,0.121,"ApproachesRightRoughRTPScore",2005
81,81,"Ryan Palmer",101,0.121,"ApproachesRightRoughRTPScore",2005
83,83,"Mark Calcavecchia",92,0.123,"ApproachesRightRoughRTPScore",2005
83,83,"Tom Gillis",77,0.123,"ApproachesRightRoughRTPScore",2005
85,85,"Jason Allred",75,0.124,"ApproachesRightRoughRTPScore",2005
85,85,"Chris Anderson",66,0.124,"ApproachesRightRoughRTPScore",2005
87,87,"Jonathan Byrd",103,0.125,"ApproachesRightRoughRTPScore",2005
87,87,"Heath Slocum",103,0.125,"ApproachesRightRoughRTPScore",2005
89,89,"Bernhard Langer",67,0.127,"ApproachesRightRoughRTPScore",2005
89,89,"Stephen Leaney",89,0.127,"ApproachesRightRoughRTPScore",2005
91,91,"Danny Briggs",70,0.13,"ApproachesRightRoughRTPScore",2005
91,91,"JJ Henry",102,0.13,"ApproachesRightRoughRTPScore",2005
91,91,"Chris Smith",93,0.13,"ApproachesRightRoughRTPScore",2005
94,94,"Vaughn Taylor",99,0.131,"ApproachesRightRoughRTPScore",2005
95,95,"Paul Azinger",66,0.132,"ApproachesRightRoughRTPScore",2005
95,95,"Rocco Mediate",73,0.132,"ApproachesRightRoughRTPScore",2005
95,95,"Sean OHair",103,0.132,"ApproachesRightRoughRTPScore",2005
98,98,"Len Mattiace",86,0.133,"ApproachesRightRoughRTPScore",2005
98,98,"Arron Oberholser",65,0.133,"ApproachesRightRoughRTPScore",2005
100,100,"Kent Jones",99,0.134,"ApproachesRightRoughRTPScore",2005
100,100,"Frank Lickliter II",100,0.134,"ApproachesRightRoughRTPScore",2005
100,100,"Darron Stiles",78,0.134,"ApproachesRightRoughRTPScore",2005
103,103,"Rob Rashell",65,0.137,"ApproachesRightRoughRTPScore",2005
104,104,"Rich Beem",66,0.139,"ApproachesRightRoughRTPScore",2005
105,105,"Woody Austin",100,0.14,"ApproachesRightRoughRTPScore",2005
106,106,"Todd Fischer",99,0.145,"ApproachesRightRoughRTPScore",2005
107,107,"Tim Petrovic",97,0.148,"ApproachesRightRoughRTPScore",2005
108,108,"Lucas Glover",88,0.15,"ApproachesRightRoughRTPScore",2005
108,108,"Dudley Hart",84,0.15,"ApproachesRightRoughRTPScore",2005
108,108,"Joey Sindelar",104,0.15,"ApproachesRightRoughRTPScore",2005
111,111,"Stephen Ames",82,0.152,"ApproachesRightRoughRTPScore",2005
111,111,"Fred Funk",102,0.152,"ApproachesRightRoughRTPScore",2005
113,113,"Retief Goosen",71,0.154,"ApproachesRightRoughRTPScore",2005
114,114,"Tommy Armour III",103,0.155,"ApproachesRightRoughRTPScore",2005
114,114,"David Hearn",68,0.155,"ApproachesRightRoughRTPScore",2005
116,116,"Paul Claxton",79,0.157,"ApproachesRightRoughRTPScore",2005
117,117,"John Senden",101,0.158,"ApproachesRightRoughRTPScore",2005
118,118,"Matt Gogel",78,0.159,"ApproachesRightRoughRTPScore",2005
118,118,"Will Ma Kenzie",75,0.159,"ApproachesRightRoughRTPScore",2005
118,118,"Jeff Maggert",79,0.159,"ApproachesRightRoughRTPScore",2005
118,118,"Roland Thatcher",75,0.159,"ApproachesRightRoughRTPScore",2005
122,122,"KJ Choi",78,0.16,"ApproachesRightRoughRTPScore",2005
122,122,"Tjaart van der Walt",56,0.16,"ApproachesRightRoughRTPScore",2005
124,124,"Jose Coceres",56,0.163,"ApproachesRightRoughRTPScore",2005
124,124,"Mark OMeara",66,0.163,"ApproachesRightRoughRTPScore",2005
124,124,"Rory Sabbatini",81,0.163,"ApproachesRightRoughRTPScore",2005
127,127,"Aaron Baddeley",84,0.164,"ApproachesRightRoughRTPScore",2005
127,127,"Joe Ogilvie",103,0.164,"ApproachesRightRoughRTPScore",2005
129,129,"Jonathan Kaye",77,0.165,"ApproachesRightRoughRTPScore",2005
129,129,"Omar Uresti",84,0.165,"ApproachesRightRoughRTPScore",2005
131,131,"Jerry Kelly",101,0.167,"ApproachesRightRoughRTPScore",2005
131,131,"Rod Pampling",89,0.167,"ApproachesRightRoughRTPScore",2005
131,131,"John Rollins",97,0.167,"ApproachesRightRoughRTPScore",2005
134,134,"Scott Verplank",87,0.168,"ApproachesRightRoughRTPScore",2005
135,135,"Greg Owen",84,0.169,"ApproachesRightRoughRTPScore",2005
135,135,"Steve Stricker",62,0.169,"ApproachesRightRoughRTPScore",2005
135,135,"Charlie Wi",67,0.169,"ApproachesRightRoughRTPScore",2005
138,138,"Charles Warren",89,0.171,"ApproachesRightRoughRTPScore",2005
139,139,"Stewart Cink",98,0.172,"ApproachesRightRoughRTPScore",2005
140,140,"Bill Glasson",54,0.176,"ApproachesRightRoughRTPScore",2005
140,140,"Glen Hnatiuk",59,0.176,"ApproachesRightRoughRTPScore",2005
140,140,"Shaun Micheel",81,0.176,"ApproachesRightRoughRTPScore",2005
140,140,"Tom Pernice Jr",111,0.176,"ApproachesRightRoughRTPScore",2005
140,140,"Brett Quigley",96,0.176,"ApproachesRightRoughRTPScore",2005
145,145,"JL Lewis",98,0.177,"ApproachesRightRoughRTPScore",2005
146,146,"Harrison Frazar",105,0.178,"ApproachesRightRoughRTPScore",2005
146,146,"Jay Williamson",53,0.178,"ApproachesRightRoughRTPScore",2005
148,148,"Pat Perez",89,0.179,"ApproachesRightRoughRTPScore",2005
149,149,"Steve Flesch",90,0.181,"ApproachesRightRoughRTPScore",2005
150,150,"Craig Barlow",81,0.185,"ApproachesRightRoughRTPScore",2005
150,150,"John Cook",72,0.185,"ApproachesRightRoughRTPScore",2005
152,152,"Scott Hend",75,0.186,"ApproachesRightRoughRTPScore",2005
153,153,"Mark Hensby",70,0.191,"ApproachesRightRoughRTPScore",2005
154,154,"Matt Kuchar",60,0.194,"ApproachesRightRoughRTPScore",2005
154,154,"Andrew Magee",82,0.194,"ApproachesRightRoughRTPScore",2005
156,156,"Bart Bryant",91,0.195,"ApproachesRightRoughRTPScore",2005
156,156,"Brandt Jobe",96,0.195,"ApproachesRightRoughRTPScore",2005
158,158,"Cameron Beckman",96,0.197,"ApproachesRightRoughRTPScore",2005
158,158,"Tom Byrum",83,0.197,"ApproachesRightRoughRTPScore",2005
160,160,"Ian Poulter",62,0.198,"ApproachesRightRoughRTPScore",2005
161,161,"Robert Allenby",95,0.2,"ApproachesRightRoughRTPScore",2005
161,161,"Corey Pavin",77,0.2,"ApproachesRightRoughRTPScore",2005
163,163,"Patrick Sheehan",114,0.202,"ApproachesRightRoughRTPScore",2005
164,164,"Loren Roberts",54,0.207,"ApproachesRightRoughRTPScore",2005
165,165,"Todd Hamilton",94,0.208,"ApproachesRightRoughRTPScore",2005
166,166,"Larry Mize",54,0.21,"ApproachesRightRoughRTPScore",2005
167,167,"Mike Weir",71,0.212,"ApproachesRightRoughRTPScore",2005
168,168,"Brendan Jones",81,0.214,"ApproachesRightRoughRTPScore",2005
168,168,"Kevin Stadler",96,0.214,"ApproachesRightRoughRTPScore",2005
170,170,"Ben Curtis",65,0.215,"ApproachesRightRoughRTPScore",2005
171,171,"Steve Elkington",67,0.216,"ApproachesRightRoughRTPScore",2005
172,172,"Paul Gow",78,0.217,"ApproachesRightRoughRTPScore",2005
173,173,"Craig Perks",67,0.218,"ApproachesRightRoughRTPScore",2005
174,174,"Lee Westwood",50,0.219,"ApproachesRightRoughRTPScore",2005
175,175,"John Elliott",58,0.221,"ApproachesRightRoughRTPScore",2005
176,176,"Billy Andrade",83,0.226,"ApproachesRightRoughRTPScore",2005
176,176,"Alex Cejka",84,0.226,"ApproachesRightRoughRTPScore",2005
176,176,"Robert Damron",89,0.226,"ApproachesRightRoughRTPScore",2005
179,179,"Brian Bateman",98,0.235,"ApproachesRightRoughRTPScore",2005
179,179,"Skip Kendall",80,0.235,"ApproachesRightRoughRTPScore",2005
181,181,"Matt Davidson",53,0.238,"ApproachesRightRoughRTPScore",2005
182,182,"Lee Janzen",75,0.24,"ApproachesRightRoughRTPScore",2005
183,183,"James Driscoll",73,0.245,"ApproachesRightRoughRTPScore",2005
184,184,"Hank Kuehne",84,0.25,"ApproachesRightRoughRTPScore",2005
185,185,"John Huston",90,0.255,"ApproachesRightRoughRTPScore",2005
186,186,"Justin Leonard",78,0.256,"ApproachesRightRoughRTPScore",2005
187,187,"JP Hayes",63,0.258,"ApproachesRightRoughRTPScore",2005
188,188,"Bradley Hughes",52,0.259,"ApproachesRightRoughRTPScore",2005
189,189,"Mark Brooks",72,0.261,"ApproachesRightRoughRTPScore",2005
189,189,"Jim Furyk",94,0.261,"ApproachesRightRoughRTPScore",2005
189,189,"Brent Geiberger",61,0.261,"ApproachesRightRoughRTPScore",2005
192,192,"Robert Gamez",91,0.264,"ApproachesRightRoughRTPScore",2005
192,192,"Hideto Tanihara",50,0.264,"ApproachesRightRoughRTPScore",2005
192,192,"Nick Watney",91,0.264,"ApproachesRightRoughRTPScore",2005
195,195,"Bob Heintz",67,0.27,"ApproachesRightRoughRTPScore",2005
196,196,"Jim Carter",62,0.275,"ApproachesRightRoughRTPScore",2005
197,197,"Duffy Waldorf",86,0.277,"ApproachesRightRoughRTPScore",2005
198,198,"John Daly",78,0.297,"ApproachesRightRoughRTPScore",2005
199,199,"Justin Bolli",65,0.315,"ApproachesRightRoughRTPScore",2005
200,200,"Tom Lehman",69,0.321,"ApproachesRightRoughRTPScore",2005
201,201,"Thomas Levet",54,0.328,"ApproachesRightRoughRTPScore",2005
202,202,"Steve Jones",56,0.361,"ApproachesRightRoughRTPScore",2005
