"BirdieorBetterConversionPercentage_RANKTHISWEEK_2011","BirdieorBetterConversionPercentage_RANKLASTWEEK_2011","BirdieorBetterConversionPercentage_PLAYERNAME_2011","BirdieorBetterConversionPercentage_ROUNDS_2011","BirdieorBetterConversionPercentage_Pct_2011","BirdieorBetterConversionPercentage_BIRDIES_2011","BirdieorBetterConversionPercentage_GREENSHIT_2011","stat_name","year"
66,66,"Arjun Atwal",91,29.57,306,1035,"BirdieorBetterConversionPercentage",2011
66,66,"Graeme McDowell",50,29.57,165,558,"BirdieorBetterConversionPercentage",2011
68,68,"Josh Teater",104,29.54,348,1178,"BirdieorBetterConversionPercentage",2011
69,69,"Jason Dufner",78,29.53,277,938,"BirdieorBetterConversionPercentage",2011
70,70,"Brendan Steele",89,29.52,302,1023,"BirdieorBetterConversionPercentage",2011
71,71,"Woody Austin",59,29.51,188,637,"BirdieorBetterConversionPercentage",2011
72,72,"Jonathan Byrd",83,29.5,285,966,"BirdieorBetterConversionPercentage",2011
73,73,"Bo Van Pelt",92,29.45,324,1100,"BirdieorBetterConversionPercentage",2011
74,74,"Scott Stallings",84,29.44,275,934,"BirdieorBetterConversionPercentage",2011
75,75,"Bill Lunde",92,29.39,323,1099,"BirdieorBetterConversionPercentage",2011
76,76,"Jeff Overton",92,29.38,310,1055,"BirdieorBetterConversionPercentage",2011
77,77,"Kevin Stadler",88,29.35,287,978,"BirdieorBetterConversionPercentage",2011
78,78,"Aron Price",58,29.3,184,628,"BirdieorBetterConversionPercentage",2011
79,79,"Kevin Streelman",90,29.28,311,1062,"BirdieorBetterConversionPercentage",2011
80,80,"Greg Chalmers",88,29.26,275,940,"BirdieorBetterConversionPercentage",2011
81,81,"David Mathis",83,29.21,260,890,"BirdieorBetterConversionPercentage",2011
82,82,"Brandt Jobe",100,29.17,348,1193,"BirdieorBetterConversionPercentage",2011
82,82,"Justin Rose",79,29.17,280,960,"BirdieorBetterConversionPercentage",2011
84,84,"Zack Miller",86,29.15,265,909,"BirdieorBetterConversionPercentage",2011
85,85,"Ian Poulter",52,29.12,175,601,"BirdieorBetterConversionPercentage",2011
86,86,"Zach Johnson",79,29.11,271,931,"BirdieorBetterConversionPercentage",2011
87,87,"Brian Gay",90,29.08,285,980,"BirdieorBetterConversionPercentage",2011
88,88,"Bill Haas",93,29.06,333,1146,"BirdieorBetterConversionPercentage",2011
89,89,"Jimmy Walker",79,29.03,263,906,"BirdieorBetterConversionPercentage",2011
90,90,"Rory Sabbatini",85,28.99,278,959,"BirdieorBetterConversionPercentage",2011
91,91,"Camilo Villegas",69,28.95,220,760,"BirdieorBetterConversionPercentage",2011
92,92,"Paul Stankowski",78,28.91,244,844,"BirdieorBetterConversionPercentage",2011
93,93,"John Rollins",85,28.9,298,1031,"BirdieorBetterConversionPercentage",2011
94,94,"Troy Matteson",91,28.84,295,1023,"BirdieorBetterConversionPercentage",2011
95,95,"John Merrick",71,28.83,224,777,"BirdieorBetterConversionPercentage",2011
96,96,"Jason Bohn",74,28.81,244,847,"BirdieorBetterConversionPercentage",2011
97,97,"Matt McQuillan",59,28.8,178,618,"BirdieorBetterConversionPercentage",2011
98,98,"Kevin Chappell",78,28.79,241,837,"BirdieorBetterConversionPercentage",2011
99,99,"David Duval",67,28.76,222,772,"BirdieorBetterConversionPercentage",2011
99,99,"Tag Ridings",87,28.76,266,925,"BirdieorBetterConversionPercentage",2011
99,99,"Vaughn Taylor",89,28.76,304,1057,"BirdieorBetterConversionPercentage",2011
102,102,"Harrison Frazar",58,28.73,187,651,"BirdieorBetterConversionPercentage",2011
103,103,"Scott McCarron",65,28.72,191,665,"BirdieorBetterConversionPercentage",2011
104,104,"Boo Weekley",66,28.7,229,798,"BirdieorBetterConversionPercentage",2011
105,105,"Marc Leishman",87,28.67,289,1008,"BirdieorBetterConversionPercentage",2011
106,106,"Jim Renner",65,28.64,191,667,"BirdieorBetterConversionPercentage",2011
107,107,"John Senden",94,28.61,343,1199,"BirdieorBetterConversionPercentage",2011
108,108,"Ryuji Imada",83,28.57,274,959,"BirdieorBetterConversionPercentage",2011
109,109,"Sung Kang",63,28.55,195,683,"BirdieorBetterConversionPercentage",2011
110,110,"Andres Gonzales",60,28.52,172,603,"BirdieorBetterConversionPercentage",2011
111,111,"Michael Thompson",79,28.44,244,858,"BirdieorBetterConversionPercentage",2011
112,112,"Chris Stroud",88,28.42,287,1010,"BirdieorBetterConversionPercentage",2011
113,113,"Billy Mayfair",94,28.4,315,1109,"BirdieorBetterConversionPercentage",2011
113,113,"Tim Petrovic",88,28.4,267,940,"BirdieorBetterConversionPercentage",2011
115,115,"Tim Herron",85,28.38,271,955,"BirdieorBetterConversionPercentage",2011
116,116,"Roland Thatcher",67,28.29,219,774,"BirdieorBetterConversionPercentage",2011
116,116,"Garrett Willis",71,28.29,226,799,"BirdieorBetterConversionPercentage",2011
118,118,"Billy Horschel",75,28.25,235,832,"BirdieorBetterConversionPercentage",2011
118,118,"Derek Lamely",65,28.25,200,708,"BirdieorBetterConversionPercentage",2011
120,120,"Ben Crane",76,28.24,246,871,"BirdieorBetterConversionPercentage",2011
120,120,"Padraig Harrington",60,28.24,192,680,"BirdieorBetterConversionPercentage",2011
122,122,"Kevin Kisner",70,28.22,197,698,"BirdieorBetterConversionPercentage",2011
123,123,"Rod Pampling",72,28.12,212,754,"BirdieorBetterConversionPercentage",2011
124,124,"DJ Brigman",67,28.11,181,644,"BirdieorBetterConversionPercentage",2011
125,125,"Fabian Gomez",84,28.07,249,887,"BirdieorBetterConversionPercentage",2011
126,126,"Robert Allenby",84,28.03,282,1006,"BirdieorBetterConversionPercentage",2011
127,127,"Davis Love III",70,28.02,241,860,"BirdieorBetterConversionPercentage",2011
128,128,"Cameron Tringale",110,28,359,1282,"BirdieorBetterConversionPercentage",2011
129,129,"Will Strickler",51,27.97,146,522,"BirdieorBetterConversionPercentage",2011
130,130,"Spencer Levin",113,27.85,371,1332,"BirdieorBetterConversionPercentage",2011
131,131,"Chris DiMarco",93,27.76,289,1041,"BirdieorBetterConversionPercentage",2011
132,132,"Nate Smith",66,27.75,184,663,"BirdieorBetterConversionPercentage",2011
133,133,"Alex Prugh",82,27.68,256,925,"BirdieorBetterConversionPercentage",2011
134,134,"Sergio Garcia",61,27.63,202,731,"BirdieorBetterConversionPercentage",2011
135,135,"Mark Wilson",89,27.62,285,1032,"BirdieorBetterConversionPercentage",2011
136,136,"Nathan Green",81,27.61,238,862,"BirdieorBetterConversionPercentage",2011
137,137,"Stuart Appleby",65,27.58,198,718,"BirdieorBetterConversionPercentage",2011
138,138,"Ricky Barnes",78,27.51,255,927,"BirdieorBetterConversionPercentage",2011
139,139,"Jarrod Lyle",83,27.45,241,878,"BirdieorBetterConversionPercentage",2011
140,140,"Charles Howell III",108,27.43,353,1287,"BirdieorBetterConversionPercentage",2011
141,141,"KJ Choi",77,27.36,243,888,"BirdieorBetterConversionPercentage",2011
142,142,"Bobby Gates",82,27.33,235,860,"BirdieorBetterConversionPercentage",2011
143,143,"Chad Campbell",99,27.32,339,1241,"BirdieorBetterConversionPercentage",2011
144,144,"Paul Goydos",81,27.26,256,939,"BirdieorBetterConversionPercentage",2011
144,144,"Dean Wilson",62,27.26,190,697,"BirdieorBetterConversionPercentage",2011
146,146,"Alex Cejka",59,27.25,191,701,"BirdieorBetterConversionPercentage",2011
147,147,"Jerry Kelly",85,27.23,259,951,"BirdieorBetterConversionPercentage",2011
148,148,"Nick OHern",89,27.21,277,1018,"BirdieorBetterConversionPercentage",2011
149,149,"JP Hayes",56,27.14,162,597,"BirdieorBetterConversionPercentage",2011
150,150,"Michael Putnam",67,27.12,198,730,"BirdieorBetterConversionPercentage",2011
151,151,"Martin Piller",63,27.09,175,646,"BirdieorBetterConversionPercentage",2011
152,152,"Scott Gutschewski",67,27.08,179,661,"BirdieorBetterConversionPercentage",2011
153,153,"Sean OHair",71,27.01,215,796,"BirdieorBetterConversionPercentage",2011
154,154,"Stephen Ames",69,27,206,763,"BirdieorBetterConversionPercentage",2011
155,155,"Michael Bradley",74,26.97,229,849,"BirdieorBetterConversionPercentage",2011
156,156,"DJ Trahan",91,26.73,301,1126,"BirdieorBetterConversionPercentage",2011
157,157,"Joseph Bramlett",73,26.71,203,760,"BirdieorBetterConversionPercentage",2011
158,158,"David Hearn",88,26.67,264,990,"BirdieorBetterConversionPercentage",2011
159,159,"Kris Blanks",92,26.64,296,1111,"BirdieorBetterConversionPercentage",2011
160,160,"Jim Furyk",87,26.51,276,1041,"BirdieorBetterConversionPercentage",2011
161,161,"Briny Baird",60,26.42,177,670,"BirdieorBetterConversionPercentage",2011
162,162,"Johnson Wagner",81,26.34,245,930,"BirdieorBetterConversionPercentage",2011
163,163,"JJ Henry",96,26.29,300,1141,"BirdieorBetterConversionPercentage",2011
164,164,"Kent Jones",76,26.15,221,845,"BirdieorBetterConversionPercentage",2011
165,165,"Rocco Mediate",53,26.14,155,593,"BirdieorBetterConversionPercentage",2011
166,166,"Ben Curtis",66,26.09,204,782,"BirdieorBetterConversionPercentage",2011
167,167,"Jim Herman",69,26.01,194,746,"BirdieorBetterConversionPercentage",2011
168,168,"Heath Slocum",89,25.98,293,1128,"BirdieorBetterConversionPercentage",2011
169,169,"William McGirt",103,25.94,317,1222,"BirdieorBetterConversionPercentage",2011
170,170,"Michael Connell",76,25.92,226,872,"BirdieorBetterConversionPercentage",2011
170,170,"Steve Elkington",50,25.92,155,598,"BirdieorBetterConversionPercentage",2011
172,172,"Trevor Immelman",84,25.88,266,1028,"BirdieorBetterConversionPercentage",2011
173,173,"Tom Gillis",55,25.61,168,656,"BirdieorBetterConversionPercentage",2011
174,174,"Chris Riley",76,25.39,213,839,"BirdieorBetterConversionPercentage",2011
175,175,"Ernie Els",71,25.14,218,867,"BirdieorBetterConversionPercentage",2011
176,176,"Troy Merritt",63,25.07,176,702,"BirdieorBetterConversionPercentage",2011
177,177,"Colt Knost",80,24.88,205,824,"BirdieorBetterConversionPercentage",2011
178,178,"Marc Turnesa",54,24.8,152,613,"BirdieorBetterConversionPercentage",2011
179,179,"Justin Leonard",82,24.69,236,956,"BirdieorBetterConversionPercentage",2011
180,180,"Daniel Summerhays",75,24.58,204,830,"BirdieorBetterConversionPercentage",2011
181,181,"Shaun Micheel",77,24.55,203,827,"BirdieorBetterConversionPercentage",2011
182,182,"Justin Hicks",60,24.07,148,615,"BirdieorBetterConversionPercentage",2011
183,183,"Joe Durant",71,23.67,209,883,"BirdieorBetterConversionPercentage",2011
184,184,"Rich Beem",53,23.52,139,591,"BirdieorBetterConversionPercentage",2011
185,185,"Alexandre Rocha",65,23.32,163,699,"BirdieorBetterConversionPercentage",2011
186,186,"Richard Johnson",64,23,152,661,"BirdieorBetterConversionPercentage",2011
