"Par5GoingfortheGreen_RANKTHISWEEK_2009","Par5GoingfortheGreen_RANKLASTWEEK_2009","Par5GoingfortheGreen_PLAYERNAME_2009","Par5GoingfortheGreen_ROUNDS_2009","Par5GoingfortheGreen_Pct_2009","Par5GoingfortheGreen_ATTEMPTS_2009","Par5GoingfortheGreen_NONATTEMPTS_2009","stat_name","year"
152,152,"Bob Estes",78,38.65,80,127,"Par5GoingfortheGreen",2009
153,153,"Ben Curtis",63,38.61,61,97,"Par5GoingfortheGreen",2009
154,154,"Todd Hamilton",83,38.46,75,120,"Par5GoingfortheGreen",2009
155,155,"Paul Goydos",79,38.3,72,116,"Par5GoingfortheGreen",2009
156,156,"Mike Weir",85,38.27,75,121,"Par5GoingfortheGreen",2009
157,157,"Chris DiMarco",97,38.1,96,156,"Par5GoingfortheGreen",2009
158,158,"Eric Axley",71,37.84,70,115,"Par5GoingfortheGreen",2009
159,159,"Jason Bohn",88,37.8,96,158,"Par5GoingfortheGreen",2009
160,160,"Cliff Kresge",78,37.24,73,123,"Par5GoingfortheGreen",2009
161,161,"Jim Furyk",86,37.13,75,127,"Par5GoingfortheGreen",2009
162,162,"Tim Clark",81,36.9,62,106,"Par5GoingfortheGreen",2009
163,163,"Kent Jones",73,36.7,69,119,"Par5GoingfortheGreen",2009
164,164,"Jeff Quinney",78,36.56,83,144,"Par5GoingfortheGreen",2009
165,165,"Luke Donald",79,36.17,68,120,"Par5GoingfortheGreen",2009
166,166,"Marc Turnesa",77,36.06,75,133,"Par5GoingfortheGreen",2009
167,167,"Scott Sterling",51,35.25,43,79,"Par5GoingfortheGreen",2009
168,168,"Nick OHern",90,35.2,88,162,"Par5GoingfortheGreen",2009
169,169,"Brandt Snedeker",81,35.05,68,126,"Par5GoingfortheGreen",2009
170,170,"Brad Faxon",59,35.03,55,102,"Par5GoingfortheGreen",2009
171,171,"Glen Day",79,34.54,67,127,"Par5GoingfortheGreen",2009
172,172,"Bart Bryant",58,33.79,49,96,"Par5GoingfortheGreen",2009
173,173,"Colt Knost",71,33.14,57,115,"Par5GoingfortheGreen",2009
174,174,"Peter Lonard",86,33.05,77,156,"Par5GoingfortheGreen",2009
175,175,"Bob Heintz",59,32.89,50,102,"Par5GoingfortheGreen",2009
176,176,"Bryce Molder",69,32.88,48,98,"Par5GoingfortheGreen",2009
177,177,"Dean Wilson",81,32.14,72,152,"Par5GoingfortheGreen",2009
178,178,"Greg Kraft",51,31.75,40,86,"Par5GoingfortheGreen",2009
179,179,"Richard Johnson",85,31.25,70,154,"Par5GoingfortheGreen",2009
180,180,"Mark Brooks",55,28.46,35,88,"Par5GoingfortheGreen",2009
181,181,"Tom Lehman",55,28.3,30,76,"Par5GoingfortheGreen",2009
182,182,"Brendon Todd",53,26.43,37,103,"Par5GoingfortheGreen",2009
183,183,"Brian Gay",96,25.42,60,176,"Par5GoingfortheGreen",2009
184,184,"Corey Pavin",73,22.36,36,125,"Par5GoingfortheGreen",2009
