"CurrentParorBetterStreak_RANKTHISWEEK_2007","CurrentParorBetterStreak_RANKLASTWEEK_2007","CurrentParorBetterStreak_PLAYERNAME_2007","CurrentParorBetterStreak_EVENTS_2007","CurrentParorBetterStreak_NUMBEROFROUNDS_2007","stat_name","year"
61,61,"Brian Davis",90,3,"CurrentParorBetterStreak",2007
61,61,"Luke Donald",141,3,"CurrentParorBetterStreak",2007
61,61,"Jim Furyk",350,3,"CurrentParorBetterStreak",2007
61,61,"Paul Goydos",368,3,"CurrentParorBetterStreak",2007
61,61,"Scott Gutschewski",67,3,"CurrentParorBetterStreak",2007
61,61,"Dudley Hart",420,3,"CurrentParorBetterStreak",2007
61,61,"Mark Hensby",121,3,"CurrentParorBetterStreak",2007
61,61,"Zach Johnson",109,3,"CurrentParorBetterStreak",2007
61,61,"Anthony Kim",28,3,"CurrentParorBetterStreak",2007
61,61,"Greg Kraft",366,3,"CurrentParorBetterStreak",2007
61,61,"Bernhard Langer",293,3,"CurrentParorBetterStreak",2007
61,61,"Bob May",158,3,"CurrentParorBetterStreak",2007
61,61,"Shaun Micheel",275,3,"CurrentParorBetterStreak",2007
61,61,"David Toms",401,3,"CurrentParorBetterStreak",2007
76,76,"Brian Bateman",155,2,"CurrentParorBetterStreak",2007
76,76,"Chris Couch",112,2,"CurrentParorBetterStreak",2007
76,76,"Ben Curtis",116,2,"CurrentParorBetterStreak",2007
76,76,"Pelle Edberg",1,2,"CurrentParorBetterStreak",2007
76,76,"Brad Faxon",622,2,"CurrentParorBetterStreak",2007
76,76,"Tadd Fujikawa",5,2,"CurrentParorBetterStreak",2007
76,76,"Lucas Glover",121,2,"CurrentParorBetterStreak",2007
76,76,"Bill Haas",77,2,"CurrentParorBetterStreak",2007
76,76,"Tim Herron",333,2,"CurrentParorBetterStreak",2007
76,76,"Tim Hogarth",2,2,"CurrentParorBetterStreak",2007
76,76,"Tom Lehman",414,2,"CurrentParorBetterStreak",2007
76,76,"Alan McLean",2,2,"CurrentParorBetterStreak",2007
76,76,"John Merrick",30,2,"CurrentParorBetterStreak",2007
76,76,"Kevin Na",103,2,"CurrentParorBetterStreak",2007
76,76,"Rod Pampling",155,2,"CurrentParorBetterStreak",2007
76,76,"Pat Perez",166,2,"CurrentParorBetterStreak",2007
76,76,"Craig Perks",197,2,"CurrentParorBetterStreak",2007
76,76,"Ian Poulter",66,2,"CurrentParorBetterStreak",2007
76,76,"Justin Rose",106,2,"CurrentParorBetterStreak",2007
76,76,"Jim Rutledge",54,2,"CurrentParorBetterStreak",2007
