"FinalRoundScoringAverage_RANKTHISWEEK_2005","FinalRoundScoringAverage_RANKLASTWEEK_2005","FinalRoundScoringAverage_PLAYERNAME_2005","FinalRoundScoringAverage__2005","FinalRoundScoringAverage_AVG_2005","FinalRoundScoringAverage_TOTALSTROKES_2005","FinalRoundScoringAverage_TOTALROUNDS_2005","stat_name","year"
93,93,"Chris Anderson",NA,71.43,500,7,"FinalRoundScoringAverage",2005
93,93,"Bernhard Langer",NA,71.43,1000,14,"FinalRoundScoringAverage",2005
93,93,"Tom Pernice Jr",NA,71.43,1643,23,"FinalRoundScoringAverage",2005
93,93,"Rob Rashell",NA,71.43,500,7,"FinalRoundScoringAverage",2005
97,97,"Sergio Garcia",NA,71.44,1143,16,"FinalRoundScoringAverage",2005
97,97,"Jeff Hart",NA,71.44,643,9,"FinalRoundScoringAverage",2005
97,97,"Dudley Hart",NA,71.44,1286,18,"FinalRoundScoringAverage",2005
100,100,"Darron Stiles",NA,71.46,929,13,"FinalRoundScoringAverage",2005
100,100,"DJ Trahan",NA,71.46,929,13,"FinalRoundScoringAverage",2005
102,102,"Carlos Franco",NA,71.47,1072,15,"FinalRoundScoringAverage",2005
102,102,"Hunter Mahan",NA,71.47,1358,19,"FinalRoundScoringAverage",2005
104,104,"Tim Clark",NA,71.5,1430,20,"FinalRoundScoringAverage",2005
104,104,"Ryan Palmer",NA,71.5,1287,18,"FinalRoundScoringAverage",2005
104,104,"John Senden",NA,71.5,1573,22,"FinalRoundScoringAverage",2005
107,107,"Bo Van Pelt",NA,71.52,1645,23,"FinalRoundScoringAverage",2005
108,108,"Scott Gutschewski",NA,71.53,1073,15,"FinalRoundScoringAverage",2005
109,109,"Arjun Atwal",NA,71.56,1145,16,"FinalRoundScoringAverage",2005
109,109,"Chris DiMarco",NA,71.56,1145,16,"FinalRoundScoringAverage",2005
111,111,"Tom Byrum",NA,71.6,1074,15,"FinalRoundScoringAverage",2005
111,111,"Carl Pettersson",NA,71.6,1432,20,"FinalRoundScoringAverage",2005
113,113,"Patrick Sheehan",NA,71.62,1504,21,"FinalRoundScoringAverage",2005
114,114,"Dennis Paulson",NA,71.63,573,8,"FinalRoundScoringAverage",2005
115,115,"Ryuji Imada",NA,71.67,1075,15,"FinalRoundScoringAverage",2005
115,115,"Craig Perks",NA,71.67,430,6,"FinalRoundScoringAverage",2005
115,115,"Phillip Price",NA,71.67,860,12,"FinalRoundScoringAverage",2005
118,118,"Stephen Leaney",NA,71.69,1147,16,"FinalRoundScoringAverage",2005
119,119,"Jonathan Byrd",NA,71.71,1506,21,"FinalRoundScoringAverage",2005
119,119,"Brendan Jones",NA,71.71,1004,14,"FinalRoundScoringAverage",2005
121,121,"Stuart Appleby",NA,71.72,1291,18,"FinalRoundScoringAverage",2005
122,122,"Retief Goosen",NA,71.73,1076,15,"FinalRoundScoringAverage",2005
123,123,"Daniel Chopra",NA,71.74,1363,19,"FinalRoundScoringAverage",2005
124,124,"Billy Andrade",NA,71.75,1148,16,"FinalRoundScoringAverage",2005
124,124,"Joe Ogilvie",NA,71.75,1435,20,"FinalRoundScoringAverage",2005
126,126,"Woody Austin",NA,71.76,1507,21,"FinalRoundScoringAverage",2005
126,126,"Brett Quigley",NA,71.76,1220,17,"FinalRoundScoringAverage",2005
128,128,"Kirk Triplett",NA,71.78,646,9,"FinalRoundScoringAverage",2005
129,129,"John Rollins",NA,71.79,1364,19,"FinalRoundScoringAverage",2005
130,130,"Mark Calcavecchia",NA,71.8,1436,20,"FinalRoundScoringAverage",2005
131,131,"Tom Gillis",NA,71.83,862,12,"FinalRoundScoringAverage",2005
131,131,"Frank Lickliter II",NA,71.83,1293,18,"FinalRoundScoringAverage",2005
131,131,"Joey Sindelar",NA,71.83,1652,23,"FinalRoundScoringAverage",2005
134,134,"Joey Snyder III",NA,71.84,1365,19,"FinalRoundScoringAverage",2005
135,135,"Jeff Maggert",NA,71.87,1078,15,"FinalRoundScoringAverage",2005
135,135,"Rory Sabbatini",NA,71.87,1078,15,"FinalRoundScoringAverage",2005
137,137,"Cameron Beckman",NA,71.88,1150,16,"FinalRoundScoringAverage",2005
137,137,"Skip Kendall",NA,71.88,575,8,"FinalRoundScoringAverage",2005
139,139,"Jerry Kelly",NA,71.9,1438,20,"FinalRoundScoringAverage",2005
140,140,"Lee Janzen",NA,71.91,791,11,"FinalRoundScoringAverage",2005
140,140,"Geoff Ogilvy",NA,71.91,1582,22,"FinalRoundScoringAverage",2005
142,142,"Will Ma Kenzie",NA,71.92,863,12,"FinalRoundScoringAverage",2005
142,142,"Roland Thatcher",NA,71.92,863,12,"FinalRoundScoringAverage",2005
144,144,"Greg Owen",NA,71.94,1295,18,"FinalRoundScoringAverage",2005
145,145,"Stephen Ames",NA,72,1296,18,"FinalRoundScoringAverage",2005
145,145,"Brian Bateman",NA,72,1224,17,"FinalRoundScoringAverage",2005
145,145,"Mathias Gronberg",NA,72,792,11,"FinalRoundScoringAverage",2005
145,145,"Franklin Langham",NA,72,936,13,"FinalRoundScoringAverage",2005
145,145,"Jose Maria Olazabal",NA,72,936,13,"FinalRoundScoringAverage",2005
145,145,"Kevin Sutherland",NA,72,1368,19,"FinalRoundScoringAverage",2005
145,145,"Mario Tiziani",NA,72,792,11,"FinalRoundScoringAverage",2005
152,152,"KJ Choi",NA,72.06,1153,16,"FinalRoundScoringAverage",2005
152,152,"Robert Damron",NA,72.06,1153,16,"FinalRoundScoringAverage",2005
152,152,"Todd Fischer",NA,72.06,1153,16,"FinalRoundScoringAverage",2005
155,155,"Chris Smith",NA,72.07,1009,14,"FinalRoundScoringAverage",2005
156,156,"Tommy Armour III",NA,72.09,1658,23,"FinalRoundScoringAverage",2005
157,157,"David Hearn",NA,72.1,721,10,"FinalRoundScoringAverage",2005
158,158,"Scott McCarron",NA,72.13,1082,15,"FinalRoundScoringAverage",2005
159,159,"Alex Cejka",NA,72.15,938,13,"FinalRoundScoringAverage",2005
160,160,"Mike Weir",NA,72.17,866,12,"FinalRoundScoringAverage",2005
161,161,"JP Hayes",NA,72.2,722,10,"FinalRoundScoringAverage",2005
162,162,"Rod Pampling",NA,72.26,1373,19,"FinalRoundScoringAverage",2005
163,163,"Ted Purdy",NA,72.29,2024,28,"FinalRoundScoringAverage",2005
163,163,"Adam Scott",NA,72.29,1229,17,"FinalRoundScoringAverage",2005
165,165,"Peter Lonard",NA,72.41,1231,17,"FinalRoundScoringAverage",2005
165,165,"Dean Wilson",NA,72.41,1231,17,"FinalRoundScoringAverage",2005
167,167,"Jose Coceres",NA,72.43,507,7,"FinalRoundScoringAverage",2005
167,167,"Freddie Jacobson",NA,72.43,1014,14,"FinalRoundScoringAverage",2005
169,169,"Andrew Magee",NA,72.46,942,13,"FinalRoundScoringAverage",2005
170,170,"Michael Long",NA,72.5,725,10,"FinalRoundScoringAverage",2005
170,170,"Hideto Tanihara",NA,72.5,435,6,"FinalRoundScoringAverage",2005
172,172,"Shaun Micheel",NA,72.55,798,11,"FinalRoundScoringAverage",2005
173,173,"Steve Allan",NA,72.56,1306,18,"FinalRoundScoringAverage",2005
173,173,"Jesper Parnevik",NA,72.56,1306,18,"FinalRoundScoringAverage",2005
175,175,"Todd Hamilton",NA,72.75,1164,16,"FinalRoundScoringAverage",2005
176,176,"John Daly",NA,72.8,1092,15,"FinalRoundScoringAverage",2005
176,176,"Mark Hensby",NA,72.8,1092,15,"FinalRoundScoringAverage",2005
178,178,"Jay Haas",NA,72.82,801,11,"FinalRoundScoringAverage",2005
179,179,"Jason Allred",NA,72.88,583,8,"FinalRoundScoringAverage",2005
179,179,"Robert Gamez",NA,72.88,1239,17,"FinalRoundScoringAverage",2005
179,179,"Larry Mize",NA,72.88,583,8,"FinalRoundScoringAverage",2005
182,182,"Mark Brooks",NA,72.9,729,10,"FinalRoundScoringAverage",2005
183,183,"Pat Perez",NA,73,1314,18,"FinalRoundScoringAverage",2005
183,183,"Chris Riley",NA,73,730,10,"FinalRoundScoringAverage",2005
185,185,"Kent Jones",NA,73.06,1242,17,"FinalRoundScoringAverage",2005
186,186,"Charlie Wi",NA,73.09,804,11,"FinalRoundScoringAverage",2005
187,187,"Thomas Levet",NA,73.11,658,9,"FinalRoundScoringAverage",2005
188,188,"Steve Jones",NA,73.14,512,7,"FinalRoundScoringAverage",2005
189,189,"Paul Azinger",NA,73.2,732,10,"FinalRoundScoringAverage",2005
190,190,"Gavin Coles",NA,73.23,952,13,"FinalRoundScoringAverage",2005
191,191,"Danny Briggs",NA,73.25,586,8,"FinalRoundScoringAverage",2005
192,192,"Ian Poulter",NA,73.3,733,10,"FinalRoundScoringAverage",2005
193,193,"Paul Gow",NA,73.33,880,12,"FinalRoundScoringAverage",2005
194,194,"Craig Barlow",NA,73.5,1029,14,"FinalRoundScoringAverage",2005
195,195,"Scott Hend",NA,73.56,662,9,"FinalRoundScoringAverage",2005
196,196,"Steve Flesch",NA,73.73,1106,15,"FinalRoundScoringAverage",2005
197,197,"Jim Carter",NA,73.83,443,6,"FinalRoundScoringAverage",2005
198,198,"Mark OMeara",NA,73.92,887,12,"FinalRoundScoringAverage",2005
199,199,"Ben Curtis",NA,74,666,9,"FinalRoundScoringAverage",2005
200,200,"Bill Glasson",NA,74.14,519,7,"FinalRoundScoringAverage",2005
201,201,"Lee Westwood",NA,74.36,818,11,"FinalRoundScoringAverage",2005
202,202,"Len Mattiace",NA,74.5,745,10,"FinalRoundScoringAverage",2005
