"EarlyScoringAverage_RANKTHISWEEK_2006","EarlyScoringAverage_RANKLASTWEEK_2006","EarlyScoringAverage_PLAYERNAME_2006","EarlyScoringAverage_ROUNDS_2006","EarlyScoringAverage_AVG_2006","EarlyScoringAverage_TOTALSTROKES_2006","EarlyScoringAverage_TOTALEARLYROUNDS_2006","stat_name","year"
73,73,"Eric Axley",91,70.89,3332,47,"EarlyScoringAverage",2006
73,73,"Paul Azinger",87,70.89,3332,47,"EarlyScoringAverage",2006
73,73,"JJ Henry",96,70.89,3261,46,"EarlyScoringAverage",2006
76,76,"Bubba Watson",83,70.9,2978,42,"EarlyScoringAverage",2006
77,77,"Tim Clark",80,70.92,2624,37,"EarlyScoringAverage",2006
77,77,"Marco Dawson",87,70.92,3546,50,"EarlyScoringAverage",2006
79,79,"Kent Jones",103,70.93,3972,56,"EarlyScoringAverage",2006
79,79,"Stephen Leaney",84,70.93,2908,41,"EarlyScoringAverage",2006
81,81,"Jeff Overton",95,70.95,4044,57,"EarlyScoringAverage",2006
82,82,"Troy Matteson",101,70.96,3548,50,"EarlyScoringAverage",2006
82,82,"Jeff Sluman",101,70.96,3690,52,"EarlyScoringAverage",2006
82,82,"DJ Trahan",92,70.96,3335,47,"EarlyScoringAverage",2006
85,85,"Kris Cox",83,70.98,2981,42,"EarlyScoringAverage",2006
85,85,"Rory Sabbatini",84,70.98,3194,45,"EarlyScoringAverage",2006
87,87,"Arjun Atwal",97,71,3124,44,"EarlyScoringAverage",2006
87,87,"Brian Davis",92,71,3763,53,"EarlyScoringAverage",2006
87,87,"Chris DiMarco",83,71,2840,40,"EarlyScoringAverage",2006
87,87,"Bill Haas",99,71,3408,48,"EarlyScoringAverage",2006
87,87,"Chris Smith",67,71,2130,30,"EarlyScoringAverage",2006
92,92,"Ryan Palmer",101,71.02,3409,48,"EarlyScoringAverage",2006
92,92,"Jerry Smith",94,71.02,3835,54,"EarlyScoringAverage",2006
94,94,"Tom Lehman",70,71.03,2486,35,"EarlyScoringAverage",2006
95,95,"Brandt Jobe",91,71.04,3481,49,"EarlyScoringAverage",2006
96,96,"Craig Barlow",77,71.05,2771,39,"EarlyScoringAverage",2006
96,96,"Zach Johnson",98,71.05,2913,41,"EarlyScoringAverage",2006
96,96,"David McKenzie",82,71.05,2913,41,"EarlyScoringAverage",2006
99,99,"Michael Allen",84,71.07,2985,42,"EarlyScoringAverage",2006
100,100,"Patrick Sheehan",104,71.08,3767,53,"EarlyScoringAverage",2006
100,100,"Nick Watney",97,71.08,3483,49,"EarlyScoringAverage",2006
102,102,"Aaron Baddeley",78,71.1,2773,39,"EarlyScoringAverage",2006
102,102,"Carl Pettersson",95,71.1,3413,48,"EarlyScoringAverage",2006
104,104,"Stuart Appleby",83,71.12,2418,34,"EarlyScoringAverage",2006
105,105,"Alex Cejka",93,71.13,3414,48,"EarlyScoringAverage",2006
106,106,"Jonathan Kaye",95,71.14,3486,49,"EarlyScoringAverage",2006
107,107,"Fred Funk",106,71.15,3842,54,"EarlyScoringAverage",2006
107,107,"Nathan Green",108,71.15,3771,53,"EarlyScoringAverage",2006
109,109,"Billy Mayfair",94,71.18,3559,50,"EarlyScoringAverage",2006
110,110,"John Huston",74,71.19,2990,42,"EarlyScoringAverage",2006
110,110,"Freddie Jacobson",56,71.19,1851,26,"EarlyScoringAverage",2006
112,112,"Ted Purdy",103,71.2,3631,51,"EarlyScoringAverage",2006
113,113,"Rich Beem",85,71.21,2991,42,"EarlyScoringAverage",2006
114,114,"Chad Campbell",91,71.22,2920,41,"EarlyScoringAverage",2006
114,114,"Chris Couch",75,71.22,2920,41,"EarlyScoringAverage",2006
116,116,"Mathew Goggin",72,71.24,2636,37,"EarlyScoringAverage",2006
116,116,"DA Points",82,71.24,2992,42,"EarlyScoringAverage",2006
118,118,"Todd Fischer",101,71.26,3563,50,"EarlyScoringAverage",2006
118,118,"JP Hayes",55,71.26,1924,27,"EarlyScoringAverage",2006
118,118,"Nicholas Thompson",96,71.26,3563,50,"EarlyScoringAverage",2006
121,121,"Robert Garrigus",85,71.28,3065,43,"EarlyScoringAverage",2006
122,122,"Billy Andrade",78,71.29,2709,38,"EarlyScoringAverage",2006
122,122,"Ryan Moore",68,71.29,2210,31,"EarlyScoringAverage",2006
124,124,"Bart Bryant",87,71.3,3137,44,"EarlyScoringAverage",2006
124,124,"Ben Curtis",86,71.3,3137,44,"EarlyScoringAverage",2006
124,124,"Jerry Kelly",100,71.3,3280,46,"EarlyScoringAverage",2006
127,127,"Jeff Gove",91,71.31,2995,42,"EarlyScoringAverage",2006
127,127,"Matt Hansen",68,71.31,2567,36,"EarlyScoringAverage",2006
127,127,"Justin Leonard",83,71.31,2567,36,"EarlyScoringAverage",2006
127,127,"Thomas Levet",53,71.31,2068,29,"EarlyScoringAverage",2006
131,131,"Bernhard Langer",77,71.33,2568,36,"EarlyScoringAverage",2006
132,132,"Ian Leggatt",80,71.34,2711,38,"EarlyScoringAverage",2006
133,133,"Kenny Perry",73,71.38,2784,39,"EarlyScoringAverage",2006
134,134,"Bob May",65,71.39,2213,31,"EarlyScoringAverage",2006
135,135,"Jose Maria Olazabal",62,71.42,2214,31,"EarlyScoringAverage",2006
136,136,"Danny Ellis",68,71.43,2857,40,"EarlyScoringAverage",2006
136,136,"Jeff Maggert",81,71.43,2857,40,"EarlyScoringAverage",2006
136,136,"Paul Stankowski",70,71.43,2857,40,"EarlyScoringAverage",2006
139,139,"Camilo Villegas",95,71.44,3215,45,"EarlyScoringAverage",2006
140,140,"Robert Damron",91,71.47,3502,49,"EarlyScoringAverage",2006
140,140,"Heath Slocum",96,71.47,3645,51,"EarlyScoringAverage",2006
142,142,"Mike Sposa",68,71.48,2859,40,"EarlyScoringAverage",2006
143,143,"Will Ma Kenzie",91,71.5,3003,42,"EarlyScoringAverage",2006
144,144,"Charles Howell III",96,71.51,3933,55,"EarlyScoringAverage",2006
145,145,"Henrik Bjornstad",97,71.52,3576,50,"EarlyScoringAverage",2006
146,146,"Jeff Brehaut",100,71.53,3505,49,"EarlyScoringAverage",2006
147,147,"Sergio Garcia",59,71.54,1860,26,"EarlyScoringAverage",2006
148,148,"Jimmy Walker",60,71.55,2075,29,"EarlyScoringAverage",2006
149,149,"Mark Brooks",90,71.56,3077,43,"EarlyScoringAverage",2006
150,150,"Shane Bertsch",104,71.58,3794,53,"EarlyScoringAverage",2006
151,151,"JL Lewis",57,71.59,2076,29,"EarlyScoringAverage",2006
151,151,"Tjaart van der Walt",60,71.59,2291,32,"EarlyScoringAverage",2006
153,153,"Steve Lowery",99,71.62,3581,50,"EarlyScoringAverage",2006
154,154,"Fred Couples",52,71.65,1863,26,"EarlyScoringAverage",2006
155,155,"Woody Austin",107,71.67,3870,54,"EarlyScoringAverage",2006
155,155,"Tag Ridings",103,71.67,3727,52,"EarlyScoringAverage",2006
157,157,"Tommy Armour III",65,71.68,2652,37,"EarlyScoringAverage",2006
157,157,"Ben Crane",85,71.68,2939,41,"EarlyScoringAverage",2006
159,159,"Tim Petrovic",95,71.69,3943,55,"EarlyScoringAverage",2006
160,160,"JB Holmes",81,71.73,2941,41,"EarlyScoringAverage",2006
160,160,"Kirk Triplett",58,71.73,2152,30,"EarlyScoringAverage",2006
162,162,"Scott Gutschewski",53,71.74,1650,23,"EarlyScoringAverage",2006
163,163,"Jon Mills",68,71.77,2512,35,"EarlyScoringAverage",2006
164,164,"Carlos Franco",86,71.78,3230,45,"EarlyScoringAverage",2006
164,164,"Paul Goydos",72,71.78,2656,37,"EarlyScoringAverage",2006
166,166,"Sean OHair",100,71.85,3952,55,"EarlyScoringAverage",2006
167,167,"Larry Mize",53,71.86,2012,28,"EarlyScoringAverage",2006
168,168,"Steve Jones",83,71.87,3234,45,"EarlyScoringAverage",2006
169,169,"Len Mattiace",59,71.9,2157,30,"EarlyScoringAverage",2006
170,170,"Brad Faxon",78,71.96,3310,46,"EarlyScoringAverage",2006
170,170,"Joey Sindelar",90,71.96,3382,47,"EarlyScoringAverage",2006
172,172,"Jason Schultz",77,71.97,2735,38,"EarlyScoringAverage",2006
173,173,"Peter Lonard",77,72.03,2809,39,"EarlyScoringAverage",2006
173,173,"Vance Veazey",59,72.03,2449,34,"EarlyScoringAverage",2006
175,175,"Michael Connell",51,72.04,1801,25,"EarlyScoringAverage",2006
176,176,"Greg Chalmers",71,72.1,2812,39,"EarlyScoringAverage",2006
177,177,"Doug Barron",74,72.11,2740,38,"EarlyScoringAverage",2006
177,177,"Wes Short Jr",96,72.11,3389,47,"EarlyScoringAverage",2006
179,179,"Mark Calcavecchia",94,72.13,3462,48,"EarlyScoringAverage",2006
180,180,"Ian Poulter",53,72.15,1443,20,"EarlyScoringAverage",2006
181,181,"James Driscoll",80,72.16,3103,43,"EarlyScoringAverage",2006
182,182,"Robert Gamez",94,72.17,3897,54,"EarlyScoringAverage",2006
182,182,"David Howell",52,72.17,1732,24,"EarlyScoringAverage",2006
184,184,"Roger Tambellini",64,72.2,2166,30,"EarlyScoringAverage",2006
185,185,"Brian Bateman",69,72.21,2455,34,"EarlyScoringAverage",2006
186,186,"Mark OMeara",52,72.29,2024,28,"EarlyScoringAverage",2006
187,187,"Tim Herron",82,72.33,2893,40,"EarlyScoringAverage",2006
188,188,"Lee Janzen",79,72.53,3119,43,"EarlyScoringAverage",2006
189,189,"Ryan Hietala",61,72.55,2394,33,"EarlyScoringAverage",2006
190,190,"David Duval",71,72.66,2761,38,"EarlyScoringAverage",2006
191,191,"John Engler Jr",69,72.76,2401,33,"EarlyScoringAverage",2006
192,192,"Jason Gore",86,72.79,3494,48,"EarlyScoringAverage",2006
193,193,"Hidemichi Tanaka",74,72.89,2697,37,"EarlyScoringAverage",2006
194,194,"Todd Hamilton",72,73.27,3004,41,"EarlyScoringAverage",2006
195,195,"John Daly",51,73.38,2128,29,"EarlyScoringAverage",2006
196,196,"Alex Aragon",63,73.47,2498,34,"EarlyScoringAverage",2006
